Accession,Entry,Description,CON 1,CON 2,CON 3,CON 4,CON 5,CON 6,HCM 1,HCM 2,HCM 3,HCM 4,HCM 5,HCM 6,HCM 7,HCM 8,HCM 9,HCM 10,HCM 11,CONTROL,CV,% proteome,HCM,CV,% proteome,HCM to CONTROL ratio (%),Tissue,Ome,Species
F90A1_HUMAN,Q86YD7,Protein FAM90A1 OS Homo sapiens GN FAM90A1 PE 2 SV 3,0,0,0,0,0,0,0,4.3463,0,0,2.128,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.588572727,226.8409224,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
F90A2_HUMAN,Q658T7,Putative protein FAM90A2P OS Homo sapiens GN FAM90A2P PE 5 SV 2,0,0,0,0,0,0,0,0,2.0046,1.4462,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.313709091,215.4998157,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
F90A9_HUMAN,A6NNJ1,Putative protein FAM90A9P OS Homo sapiens GN FAM90A9P PE 5 SV 1,0,0,1.8919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315316667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
FA69C_HUMAN,Q0P6D2,Protein FAM69C OS Homo sapiens GN FAM69C PE 2 SV 3,0,0,0,0,0,0,1.9107,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.1737,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
FA9_HUMAN,P00740,Coagulation factor IX OS Homo sapiens GN F9 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,15.3761,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.397827273,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
FAAA_HUMAN,P16930,Fumarylacetoacetase OS Homo sapiens GN FAH PE 1 SV 2,0,0,0,4.9611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82685,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
FABP4_HUMAN,P15090,Fatty acid binding protein adipocyte OS Homo sapiens GN FABP4 PE 1 SV 3,8.6232,0,2.7435,10.7311,24.7553,10.352,6.6413,6.3542,0,6.3758,0,20.0009,0,12.1916,3.8372,3.1784,0,9.534183333,82.54579286,#DIV/0!,5.3254,111.3327479,#DIV/0!,55.85585901,HEART,PROT,HUMAN
FABP5_HUMAN,Q01469,Fatty acid binding protein epidermal OS Homo sapiens GN FABP5 PE 1 SV 3,87.9531,82.4259,12.2556,0,39.9862,67.8456,0,46.3079,0,0,60.6643,0,0,0,2.5825,7.2079,0,48.41106667,69.64266943,#DIV/0!,10.61478182,193.5659612,#DIV/0!,21.92635393,HEART,PROT,HUMAN
FABPH_HUMAN,P05413,Fatty acid binding protein heart OS Homo sapiens GN FABP3 PE 1 SV 4,2309.8279,1350.0061,1886.4702,2269.5359,1591.1087,1563.9583,1230.318,1806.5143,1752.659,1839.6904,2226.9467,2068.8355,1695.9778,1937.4516,1162.0375,1413.7053,1698.3066,1828.484517,19.77991915,#DIV/0!,1712.040245,18.42139097,#DIV/0!,93.63165123,HEART,PROT,HUMAN
FAHD1_HUMAN,Q6P587,Acylpyruvase FAHD1 mitochondrial OS Homo sapiens GN FAHD1 PE 1 SV 2,112.7482,0,0,0,0,0,0,89.9138,0,3.3568,0,0,0,0,0,0,0,18.79136667,223.6067977,#DIV/0!,8.479145455,303.9196951,#DIV/0!,45.1225587,HEART,PROT,HUMAN
FAIM1_HUMAN,Q9NVQ4,Fas apoptotic inhibitory molecule 1 OS Homo sapiens GN FAIM PE 1 SV 1,0,0,0,2.9055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48425,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
FAM9C_HUMAN,Q8IZT9,Protein FAM9C OS Homo sapiens GN FAM9C PE 2 SV 1,0,0,0,0,2.9241,0,0,0,0,0,0,0,0,0,0,0,0,0.48735,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
FANCJ_HUMAN,Q9BX63,Fanconi anemia group J protein OS Homo sapiens GN BRIP1 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,24.8919,0,0,0,0,0,0,#DIV/0!,#DIV/0!,2.2629,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
FARP2_HUMAN,O94887,FERM RhoGEF and pleckstrin domain containing protein 2 OS Homo sapiens GN FARP2 PE 1 SV 3,0,0,0,0,21.7236,0,0,0,0,0,0,0,0,0,0,0,0,3.6206,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
FB5L3_HUMAN,A8MUU1,Putative fatty acid binding protein 5 like protein 3 OS Homo sapiens GN FABP5P3 PE 5 SV 1,0,0,0,40.6343,0,0,0,11.9552,0,7.2016,0,0,0,0,0,0,0,6.772383333,223.6067977,#DIV/0!,1.741527273,219.9695101,#DIV/0!,25.71513139,HEART,PROT,HUMAN
FBP12_HUMAN,A6NFH5,Fatty acid binding protein 12 OS Homo sapiens GN FABP12 PE 2 SV 2,0,0,0,0,0,0,0,0,1.3184,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.119854545,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
FBRS_HUMAN,Q9HAH7,Probable fibrosin 1 OS Homo sapiens GN FBRS PE 1 SV 3,0,0,8.7958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.465966667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
FBX3_HUMAN,Q9UK99,F box only protein 3 OS Homo sapiens GN FBXO3 PE 1 SV 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2112,0,#DIV/0!,#DIV/0!,0.201018182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
FBX40_HUMAN,Q9UH90,F box only protein 40 OS Homo sapiens GN FBXO40 PE 1 SV 2,0,0,0,0,0,3.0776,0,0,0,0,0,0,0,0,0,0,0,0.512933333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
FBX44_HUMAN,Q9H4M3,F box only protein 44 OS Homo sapiens GN FBXO44 PE 1 SV 3,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6316,0,0,0,0,#DIV/0!,#DIV/0!,2.693781818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
FBX8_HUMAN,Q9NRD0,F box only protein 8 OS Homo sapiens GN FBXO8 PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,0,8.7117,0,0,42.0242,6.5201,0,0,#DIV/0!,#DIV/0!,5.205090909,230.7192842,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
FBXL3_HUMAN,Q9UKT7,F box LRR repeat protein 3 OS Homo sapiens GN FBXL3 PE 1 SV 1,0,0,0,5.3602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893366667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
FCAMR_HUMAN,Q8WWV6,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor OS Homo sapiens GN FCAMR PE 1 S,0,0,0,0,0,6.0268,0,0,0,0,0,0,0,0,0,0,0,1.004466667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
FDFT_HUMAN,P37268,Squalene synthase OS Homo sapiens GN FDFT1 PE 1 SV 1,0,0,0,0,0,0.8049,0,0,0,0,0,0,0,0,0,0,0,0.13415,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
FEM1B_HUMAN,Q9UK73,Protein fem 1 homolog B OS Homo sapiens GN FEM1B PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2131,0,#DIV/0!,#DIV/0!,1.201190909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
FETUA_HUMAN,P02765,Alpha 2 HS glycoprotein OS Homo sapiens GN AHSG PE 1 SV 1,0,0,24.3751,0,0,0,20.6043,9.664,37.6883,0,0,0,0,9.5118,0,0,148.5092,4.062516667,223.6067977,#DIV/0!,20.54341818,204.6421988,#DIV/0!,505.6820653,HEART,PROT,HUMAN
FHL1_HUMAN,Q13642,Four and a half LIM domains protein 1 OS Homo sapiens GN FHL1 PE 1 SV 4,658.3565,505.1409,177.0455,1104.6692,680.0895,680.0003,627.3693,1055.0209,610.6872,1302.6807,953.1121,1352.7269,930.633,1124.6914,415.6599,896.8616,572.8156,634.2169833,43.26607619,#DIV/0!,894.7507818,32.75387299,#DIV/0!,141.0795998,HEART,PROT,HUMAN
FHL2_HUMAN,Q14192,Four and a half LIM domains protein 2 OS Homo sapiens GN FHL2 PE 1 SV 3,255.9723,463.8157,392.2376,169.06,511.6443,206.7416,175.7686,252.68,369.2228,113.9734,186.6755,212.7378,172.3977,339.9942,161.2267,299.1767,84.6621,333.24525,38.98838102,#DIV/0!,215.3195909,40.13749128,#DIV/0!,64.61295125,HEART,PROT,HUMAN
FHL3_HUMAN,Q13643,Four and a half LIM domains protein 3 OS Homo sapiens GN FHL3 PE 1 SV 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9817,0,0,0,#DIV/0!,#DIV/0!,0.271063636,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
FIBB_HUMAN,P02675,Fibrinogen beta chain OS Homo sapiens GN FGB PE 1 SV 2,18.5227,0,20.2746,80.5355,9.6618,17.9435,0,3.6963,4.2075,3.4871,8.6993,0,5.8401,0,0,4.1579,4.7812,24.48968333,106.1798309,#DIV/0!,3.169945455,86.61480515,#DIV/0!,12.94400345,HEART,PROT,HUMAN
FIBG_HUMAN,P02679,Fibrinogen gamma chain OS Homo sapiens GN FGG PE 1 SV 3,0,5.2727,3.9042,20.9141,0,6.4884,0,0,0,0,0,0,0,3.6415,0,0,2.5648,6.096566667,115.8943682,#DIV/0!,0.564209091,215.9984667,#DIV/0!,9.254538198,HEART,PROT,HUMAN
FIP1_HUMAN,Q6UN15,Pre mRNA 3 end processing factor FIP1 OS Homo sapiens GN FIP1L1 PE 1 SV 1,0,0,0,0,0,3.3436,41.3691,21.3346,9.1556,2.0341,16.6979,0,0,0,31.5067,0,0,0.557266667,223.6067977,#DIV/0!,11.09981818,126.5590934,#DIV/0!,1991.832429,HEART,PROT,HUMAN
FKB1A_HUMAN,P62942,Peptidyl prolyl cis trans isomerase FKBP1A OS Homo sapiens GN FKBP1A PE 1 SV 2,0,0,0,105.554,0,0,0,92.0053,0,0,0,0,0,50.4357,0,0,34.3472,17.59233333,223.6067977,#DIV/0!,16.07165455,181.3775448,#DIV/0!,91.35601424,HEART,PROT,HUMAN
FLNC_HUMAN,Q14315,Filamin C OS Homo sapiens GN FLNC PE 1 SV 3,420.054,432.2142,22.6423,239.0504,502.2061,199.9881,250.5254,52.343,85.9743,377.4362,267.6817,118.6014,378.6251,272.6712,0,95.9903,14.0867,302.6925167,54.51608425,#DIV/0!,173.9941182,76.5569034,#DIV/0!,57.48213405,HEART,PROT,HUMAN
FMO5_HUMAN,P49326,Dimethylaniline monooxygenase N oxide forming 5 OS Homo sapiens GN FMO5 PE 2 SV 2,0,0,0,0,0,1.8805,0,0,0,0,0,0,0,0,0,0,0,0.313416667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
FMOD_HUMAN,Q06828,Fibromodulin OS Homo sapiens GN FMOD PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9973,0,#DIV/0!,#DIV/0!,0.636118182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
FNBP1_HUMAN,Q96RU3,Formin binding protein 1 OS Homo sapiens GN FNBP1 PE 1 SV 2,0,0,0,0,0,38.5455,0,0,0,0,0,0,0,0,0,0,0,6.42425,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
FNBP2_HUMAN,O75044,SLIT ROBO Rho GTPase activating protein 2 OS Homo sapiens GN SRGAP2 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,4.473,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.406636364,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
FOXC1_HUMAN,Q12948,Forkhead box protein C1 OS Homo sapiens GN FOXC1 PE 1 SV 3,3.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
FOXE1_HUMAN,O00358,Forkhead box protein E1 OS Homo sapiens GN FOXE1 PE 1 SV 3,0,0,0,3.5837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597283333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
FOXK2_HUMAN,Q01167,Forkhead box protein K2 OS Homo sapiens GN FOXK2 PE 1 SV 3,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.481818182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
FRDA_HUMAN,Q16595,Frataxin mitochondrial OS Homo sapiens GN FXN PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7562,0,0,0,#DIV/0!,#DIV/0!,0.523290909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
FRG1B_HUMAN,Q9BZ01,Protein FRG1B OS Homo sapiens GN FRG1B PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,56.8532,0,0,0,0,#DIV/0!,#DIV/0!,5.168472727,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
FSIP1_HUMAN,Q8NA03,Fibrous sheath interacting protein 1 OS Homo sapiens GN FSIP1 PE 2 SV 1,0,0,10.1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.692216667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
FUBP3_HUMAN,Q96I24,Far upstream element binding protein 3 OS Homo sapiens GN FUBP3 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,16.639,0,0,0,0,0,#DIV/0!,#DIV/0!,1.512636364,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
FUMH_HUMAN,P07954,Fumarate hydratase mitochondrial OS Homo sapiens GN FH PE 1 SV 3,350.2085,117.2428,350.4818,352.5005,241.6911,340.875,322.9389,415.6533,269.3816,412.0015,412.4429,265.6038,390.2801,253.0433,166.6431,377.8459,383.2104,292.1666167,29.94567341,#DIV/0!,333.5495273,23.9080719,#DIV/0!,114.1641475,HEART,PROT,HUMAN
FUT4_HUMAN,P22083,Alpha 1 3 fucosyltransferase OS Homo sapiens GN FUT4 PE 1 SV 3,0,2.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426316667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
FXYD5_HUMAN,Q96DB9,FXYD domain containing ion transport regulator 5 OS Homo sapiens GN FXYD5 PE 1 SV 2,24.1222,0,0,33.6681,0,0,0,0,0,0,22.7907,0,0,0,0,0,0,9.631716667,144.2863466,#DIV/0!,2.071881818,316.227766,#DIV/0!,21.5110337,HEART,PROT,HUMAN
FZR_HUMAN,Q9UM11,Fizzy related protein homolog OS Homo sapiens GN FZR1 PE 1 SV 2,0,0,3.7954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632566667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
G3P_HUMAN,P04406,Glyceraldehyde 3 phosphate dehydrogenase OS Homo sapiens GN GAPDH PE 1 SV 3,867.7418,817.9693,835.4594,1345.8453,1194.4591,1043.5984,490.7988,603.7973,596.3235,809.4111,1283.2166,1030.7672,469.641,685.959,289.5616,710.1503,357.1745,1017.512217,19.45761604,#DIV/0!,666.0728091,41.78274167,#DIV/0!,65.46091518,HEART,PROT,HUMAN
G6PD_HUMAN,P11413,Glucose 6 phosphate 1 dehydrogenase OS Homo sapiens GN G6PD PE 1 SV 4,0,0,1.4488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241466667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
G6PI_HUMAN,P06744,Glucose 6 phosphate isomerase OS Homo sapiens GN GPI PE 1 SV 4,252.1366,146.8051,205.5542,322.0552,310.8618,286.2208,151.7895,343.8264,107.0765,303.0426,356.4253,206.9988,130.6917,246.1146,99.1492,210.2986,101.3523,253.93895,24.24542926,#DIV/0!,205.1605,44.92048257,#DIV/0!,80.79126893,HEART,PROT,HUMAN
GAK5_HUMAN,P62684,HERV K 19p13 11 provirus ancestral Gag polyprotein OS Homo sapiens PE 1 SV 2,0,0,0,0,6.0953,0,0,0,0,0,0,0,0,0,0,0,0,1.015883333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
GALT8_HUMAN,Q9NY28,Probable polypeptide N acetylgalactosaminyltransferase 8 OS Homo sapiens GN GALNT8 PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1184,0,#DIV/0!,#DIV/0!,0.556218182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
GATM_HUMAN,P50440,Glycine amidinotransferase mitochondrial OS Homo sapiens GN GATM PE 1 SV 1,0,0,0,0,0,0,0,0,3.4401,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.312736364,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
GBP6_HUMAN,Q6ZN66,Guanylate binding protein 6 OS Homo sapiens GN GBP6 PE 2 SV 1,0,0,0,0,0,0,0,0,15.7404,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.430945455,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
GCC1_HUMAN,Q96CN9,GRIP and coiled coil domain containing protein 1 OS Homo sapiens GN GCC1 PE 1 SV 1,0,1.9134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3189,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
GCSH_HUMAN,P23434,Glycine cleavage system H protein mitochondrial OS Homo sapiens GN GCSH PE 1 SV 2,23.7967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.966116667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
GDAP1_HUMAN,Q8TB36,Ganglioside induced differentiation associated protein 1 OS Homo sapiens GN GDAP1 PE 1 SV 3,0,62.2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3679,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
GDE_HUMAN,P35573,Glycogen debranching enzyme OS Homo sapiens GN AGL PE 1 SV 3,0,0,0,0,0,0,1.1879,0,0,0,20.4235,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.964672727,297.6106297,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
GDF1_HUMAN,P27539,Embryonic growth differentiation factor 1 OS Homo sapiens GN GDF1 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7939,0,#DIV/0!,#DIV/0!,0.072172727,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
GDIA_HUMAN,P31150,Rab GDP dissociation inhibitor alpha OS Homo sapiens GN GDI1 PE 1 SV 2,0,2.1157,0,15.8872,3.0035,0,0,0,3.56,26.3037,5.3501,3.6701,0,0,0,0,1.36,3.501066667,161.7246859,#DIV/0!,3.658536364,202.0831309,#DIV/0!,104.4977635,HEART,PROT,HUMAN
GDIB_HUMAN,P50395,Rab GDP dissociation inhibitor beta OS Homo sapiens GN GDI2 PE 1 SV 2,2.0791,2.9225,0,0,0,0,5.9409,0,0,5.8163,0,0,2.5973,0,0,6.2311,6.8919,0.8336,144.4058248,#DIV/0!,2.497954545,116.7500727,#DIV/0!,299.6586547,HEART,PROT,HUMAN
GDIR1_HUMAN,P52565,Rho GDP dissociation inhibitor 1 OS Homo sapiens GN ARHGDIA PE 1 SV 3,27.9172,0,6.0844,5.3497,13.3693,7.4078,23.2463,0,0,4.5995,8.4881,10.7629,34.1903,0,2.6148,2.8039,7.268,10.0214,88.88393398,#DIV/0!,8.543072727,121.3952751,#DIV/0!,85.24829592,HEART,PROT,HUMAN
GDPP1_HUMAN,Q6ZNW5,GDP D glucose phosphorylase 1 OS Homo sapiens GN GDPGP1 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,2.1461,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.1951,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
GDS1_HUMAN,P52306,Rap1 GTPase GDP dissociation stimulator 1 OS Homo sapiens GN RAP1GDS1 PE 1 SV 3,0,0,0,0,0,1.0563,0,0,0,0,0,0,0,0,0,0,0,0.17605,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
GELS_HUMAN,P06396,Gelsolin OS Homo sapiens GN GSN PE 1 SV 1,0,0,0,0,0,0,105.4903,89.382,79.6749,0,0,0,52.4221,0,4.355,0,13.3729,0,#DIV/0!,#DIV/0!,31.33610909,127.6839557,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
GFAP_HUMAN,P14136,Glial fibrillary acidic protein OS Homo sapiens GN GFAP PE 1 SV 1,0,0,14.4347,0,0,0,0,0,0,0,0,0,0,0,14.3145,0,0,2.405783333,223.6067977,#DIV/0!,1.301318182,316.227766,#DIV/0!,54.09124603,HEART,PROT,HUMAN
GG6L2_HUMAN,Q8N9W4,Golgin subfamily A member 6 like protein 2 OS Homo sapiens GN GOLGA6L2 PE 2 SV 2,0,0,0,0,0,0,0,0,0,0,19.3107,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.755518182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
GGCT_HUMAN,O75223,Gamma glutamylcyclotransferase OS Homo sapiens GN GGCT PE 1 SV 1,0,0,0,0,0,0,0,0,2.322,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.211090909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
GGTL1_HUMAN,Q9BX51,Gamma glutamyltransferase light chain 1 OS Homo sapiens GN GGTLC1 PE 2 SV 2,0,0,0,0,0,0,0,4.1206,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.3746,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
GIPC2_HUMAN,Q8TF65,PDZ domain containing protein GIPC2 OS Homo sapiens GN GIPC2 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0582,0,0,0,0,#DIV/0!,#DIV/0!,0.732563636,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
GIPC3_HUMAN,Q8TF64,PDZ domain containing protein GIPC3 OS Homo sapiens GN GIPC3 PE 1 SV 1,0,0,0,0,6.9528,0,0,0,0,0,0,0,0,0,0,0,0,1.1588,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
GL6D1_HUMAN,Q7Z4J2,Glycosyltransferase 6 domain containing protein 1 OS Homo sapiens GN GLT6D1 PE 2 SV 1,1.4531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242183333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
GLE1_HUMAN,Q53GS7,Nucleoporin GLE1 OS Homo sapiens GN GLE1 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3811,0,#DIV/0!,#DIV/0!,1.398281818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
GLGB_HUMAN,Q04446,1 4 alpha glucan branching enzyme OS Homo sapiens GN GBE1 PE 1 SV 3,0,0,0,5.4504,0,0,2.9495,0,0,29.7368,0,0,0,0,0,0,0,0.9084,223.6067977,#DIV/0!,2.971481818,286.2504723,#DIV/0!,327.1116048,HEART,PROT,HUMAN
GLMN_HUMAN,Q92990,Glomulin OS Homo sapiens GN GLMN PE 1 SV 2,0.4664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077733333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
GLRX1_HUMAN,P35754,Glutaredoxin 1 OS Homo sapiens GN GLRX PE 1 SV 2,60.6896,15.052,0,26.4488,0,0,20.2676,4.553,5.5809,52.4246,74.0797,21.4736,15.4987,18.0179,0,19.5335,0,17.03173333,128.3865176,#DIV/0!,21.03904545,103.7122055,#DIV/0!,123.5285044,HEART,PROT,HUMAN
GLRX5_HUMAN,Q86SX6,Glutaredoxin related protein 5 mitochondrial OS Homo sapiens GN GLRX5 PE 1 SV 2,8.2855,0,0,0,5.8783,7.4579,6.555,0,0,32.5883,14.8551,0,11.3259,0,4.7403,0,0,3.603616667,101.9016428,#DIV/0!,6.369509091,151.9284881,#DIV/0!,176.7532365,HEART,PROT,HUMAN
GLTL4_HUMAN,Q6P9A2,Putative polypeptide N acetylgalactosaminyltransferase like protein 4 OS Homo sapiens GN GALNTL4 PE,0,0,0,0,0,0,0,3.9013,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.354663636,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
GLU2B_HUMAN,P14314,Glucosidase 2 subunit beta OS Homo sapiens GN PRKCSH PE 1 SV 2,0,43.6593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27655,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
GLYG_HUMAN,P46976,Glycogenin 1 OS Homo sapiens GN GYG1 PE 1 SV 4,0,0,0,0,0,0,0,9.4575,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.859772727,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
GMPPB_HUMAN,Q9Y5P6,Mannose 1 phosphate guanyltransferase beta OS Homo sapiens GN GMPPB PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,1.2802,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.116381818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
GNA12_HUMAN,Q03113,Guanine nucleotide binding protein subunit alpha 12 OS Homo sapiens GN GNA12 PE 1 SV 4,0,0,0,0,0,0,0,0,0,0,44.9214,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,4.083763636,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
GNA13_HUMAN,Q14344,Guanine nucleotide binding protein subunit alpha 13 OS Homo sapiens GN GNA13 PE 1 SV 2,0,3.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
GNAT1_HUMAN,P11488,Guanine nucleotide binding protein G t subunit alpha 1 OS Homo sapiens GN GNAT1 PE 1 SV 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5749,0,0,#DIV/0!,#DIV/0!,0.234081818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
