Protein IDs,Protein names,Gene names,Razor + unique peptides WT_1,Razor + unique peptides WT_2,Razor + unique peptides WT_3,Razor + unique peptides WT_4,Razor + unique peptides ob_1,Razor + unique peptides ob_2,Razor + unique peptides ob_3,Razor + unique peptides ob_4,Unique peptides WT_1,Unique peptides WT_2,Unique peptides WT_3,Unique peptides WT_4,Unique peptides ob_1,Unique peptides ob_2,Unique peptides ob_3,Unique peptides ob_4,Identification type WT_1,Identification type WT_2,Identification type WT_3,Identification type WT_4,Identification type ob_1,Identification type ob_2,Identification type ob_3,Identification type ob_4,Sequence coverage WT_1 [%],Sequence coverage WT_2 [%],Sequence coverage WT_3 [%],Sequence coverage WT_4 [%],Sequence coverage ob_1 [%],Sequence coverage ob_2 [%],Sequence coverage ob_3 [%],Sequence coverage ob_4 [%],Intensity WT_1,Intensity WT_2,Intensity WT_3,Intensity WT_4,Intensity ob_1,Intensity ob_2,Intensity ob_3,Intensity ob_4
P00375,Dihydrofolate reductase,Dhfr,11,11,10,7,6,5,11,12,11,11,10,7,6,5,11,12,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,55.6,55.6,55.6,34.8,36.9,33.2,61.5,61.5,5528600000,6158500000,5061400000,2177500000,3271300000,2976500000,5082200000,7032800000
P00397,Cytochrome c oxidase subunit 1,Mtco1,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,2,,By matching,By matching,,,,,By MS/MS,0,3.3,3.3,0,0,0,0,9.7,0,10448000,9502100,0,0,0,0,272240000
P00405,Cytochrome c oxidase subunit 2,Mtco2,6,6,6,5,5,5,5,6,6,6,6,5,5,5,5,6,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,26.4,26.4,26.4,22,22,22,22,26.4,27930000000,24567000000,28036000000,15704000000,24051000000,15571000000,23811000000,29252000000
P00416,Cytochrome c oxidase subunit 3,mt-Co3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,1925400000,2560200000,3645400000,95736000,1935000000,437230000,4369900000,4267900000
P00493,Hypoxanthine-guanine phosphoribosyltransferase,Hprt1,8,8,8,5,7,5,7,9,8,8,8,5,7,5,7,9,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,52.3,52.3,52.3,25.2,35.8,25.2,38.5,58.3,4142600000,4039800000,5310500000,2961600000,5141100000,1964600000,3535700000,6997900000
P00687;D3YYQ5;G3UXY7;E9PV85;P00688;CON__Q3MHH8,Alpha-amylase 1;Alpha-amylase,Amy1,9,10,8,6,5,6,8,8,9,10,8,6,5,6,8,8,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,23.7,25.2,22.1,12.1,10.6,12.1,19,18.8,1096400000,960070000,1015300000,284820000,733620000,976610000,937670000,887870000
P00920;A0A0A6YX78,Carbonic anhydrase 2,Ca2,12,12,13,6,6,4,12,13,12,12,13,6,6,4,12,13,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,65.8,65.8,65.8,33.1,28.5,16.2,65.8,65.8,17899000000,15437000000,13287000000,2731200000,5211800000,2407800000,7862400000,18042000000
P01027;P01027-2;H3BL60;H3BKW9,Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2,C3,67,75,71,42,48,47,64,72,59,68,64,36,41,40,57,65,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,47.7,50.8,48.5,26.5,29.5,29.2,44.4,48.6,40432000000,64096000000,50019000000,19940000000,34245000000,30980000000,42086000000,51405000000
P01029;CON__P01030;CON__ENSEMBL:ENSBTAP00000007350,Complement C4-B;Complement C4 beta chain;Complement C4 alpha chain;C4a anaphylatoxin;Complement C4 gamma chain,C4b,35,40,40,30,33,23,38,37,35,40,40,30,33,23,38,37,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,22.1,25.7,26.1,16.8,20.3,13.9,25,24.1,9792900000,14765000000,13526000000,5880300000,9213600000,4914700000,7428700000,9002600000
P01592,Immunoglobulin J chain,Igj,2,2,2,1,1,2,1,2,2,2,2,1,1,2,1,2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,14.5,14.5,14.5,9.4,9.4,18.2,9.4,14.5,331840000,232820000,314850000,286110000,333720000,133090000,150750000,53928000
P01631;A0A140T8M0;A0A0B4J1I0;A0A075B5K8;F6XWB2;A0A140T8N1;A0A140T8M9;A0A075B5N0;A0A0G2JDE5,Ig kappa chain V-II region 26-10,Igkv1-110;Igkv1-99;Igkv1-115,3,3,3,3,2,1,2,3,3,3,3,3,2,1,2,3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,38.9,38.9,38.9,38.9,17.7,11.5,17.7,38.9,518960000,468110000,546450000,697470000,867640000,52687000,199110000,280780000
P01741,Ig heavy chain V region,,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,,,,By MS/MS,By MS/MS,By MS/MS,,,0,0,0,11.4,11.4,11.4,0,0,0,0,0,61880000,0,17364000,0,0
P01837;A0A075B5P2,Ig kappa chain C region,Igkc,6,5,6,4,5,4,5,6,6,5,6,4,5,4,5,6,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,93.4,61.3,93.4,46.2,61.3,46.2,61.3,93.4,9638700000,8927500000,8767200000,3462800000,3157100000,1766800000,5270300000,6525600000
P01887,Beta-2-microglobulin,B2m,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,16768000000,16623000000,13345000000,8265500000,14676000000,4743100000,11333000000,9677600000
P01898;E9PX63;O19441,"H-2 class I histocompatibility antigen, Q10 alpha chain",H2-Q10,6,8,8,2,3,5,6,8,5,7,7,1,2,3,5,7,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,28.6,36.6,36.3,12.3,18.2,19.7,30.5,39.4,1135200000,1423400000,1361700000,769090000,283580000,1341000000,1952400000,3253800000
P01899,"H-2 class I histocompatibility antigen, D-B alpha chain",H2-D1,9,11,9,8,8,3,9,11,1,2,1,2,2,1,2,2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,32.9,39.8,35.4,31.2,33.7,21.3,34.8,42.3,2599500000,3929700000,2289600000,923100000,1978200000,44259000,1291800000,3645200000
P01901;Q3TH01;G3UXW2;P14428;P03991;P04223;A0A0B4J1G3;P04223-2;Q0WXH6,"H-2 class I histocompatibility antigen, K-B alpha chain",H2-K1,12,12,12,8,8,8,11,12,7,7,6,4,4,3,5,6,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,41.5,42.8,40.1,25.7,24.7,22.8,33.3,39.8,7182000000,8856600000,8987300000,2449700000,4119000000,1976200000,4370600000,11202000000
P02089,Hemoglobin subunit beta-2,Hbb-b2,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,By MS/MS,By matching,By matching,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,38.1,38.1,29.3,38.1,38.1,38.1,38.1,38.1,347740000,133390000,0,50225000,93650000,302210000,220220000,20490000
P02463;A0A1B0GSI7;A0A1B0GRC0;A0A140LHU8,Collagen alpha-1(IV) chain;Arresten,Col4a1,4,4,4,3,4,3,4,4,2,2,2,2,2,1,2,2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.3,3.3,3.3,2.7,3.3,2.3,3.3,3.3,1129700000,1598900000,1449900000,710260000,2552500000,530500000,1974300000,3670700000
P02798,Metallothionein-2,Mt2,2,2,3,2,2,2,2,2,1,1,2,1,1,1,1,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,32.8,32.8,65.6,32.8,32.8,32.8,32.8,32.8,135990000,4072000000,939810000,804900000,551650000,465480000,324400000,246270000
P02802;A0A1D5RLN7,Metallothionein-1,Mt1,2,3,2,2,2,2,2,2,1,2,1,1,1,1,1,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,32.8,68.9,32.8,32.8,32.8,32.8,32.8,32.8,374930000,6623400000,1068600000,1481200000,720850000,698090000,485870000,257460000
P03888,NADH-ubiquinone oxidoreductase chain 1,Mtnd1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,By MS/MS,By MS/MS,By MS/MS,,By matching,,By MS/MS,By MS/MS,6,6,6,0,6,0,6,6,227650000,680680000,428660000,0,68436000,0,194440000,940800000
P03893,NADH-ubiquinone oxidoreductase chain 2,Mtnd2,2,4,4,3,2,3,3,3,2,4,4,3,2,3,3,3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.2,10.1,10.1,5.2,4.9,5.2,5.2,5.2,1473700000,2248100000,2131600000,819040000,3324800000,1763600000,3246000000,2163600000
P03899,NADH-ubiquinone oxidoreductase chain 3,Mtnd3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,13,13,13,13,13,13,13,13,1873100000,688930000,1005200000,1043800000,1502300000,681330000,951540000,931640000
P03903,NADH-ubiquinone oxidoreductase chain 4L,Mtnd4l,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,379100000,137820000,390350000,309300000,497350000,473370000,422260000,116880000
P03911,NADH-ubiquinone oxidoreductase chain 4,Mtnd4,3,4,4,4,3,3,3,3,3,4,4,4,3,3,3,3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.2,6.8,6.8,6.8,5.2,5.2,5.2,5.2,1050000000,1421200000,1335500000,509070000,381730000,324720000,1774300000,1837100000
P03921,NADH-ubiquinone oxidoreductase chain 5,Mtnd5,5,5,5,3,4,3,5,6,5,5,5,3,4,3,5,6,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,11.7,11.7,11.7,7.1,9.6,7.1,11.7,13.8,3643600000,3872300000,4010100000,2166200000,3216600000,2630600000,3942400000,5194500000
P03930,ATP synthase protein 8,Mtatp8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,20992000000,15817000000,16619000000,8106600000,12299000000,5187900000,15626000000,10640000000
P03953-2;P03953,Complement factor D,Cfd,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,By MS/MS,By MS/MS,,,,,,,8.5,8.5,0,0,0,0,0,0,15363000,31372000,0,0,0,0,0,0
P03958,Adenosine deaminase,Ada,7,7,6,6,3,3,5,7,7,7,6,6,3,3,5,7,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,26.1,28.7,25.9,19,9.4,9.7,24.4,29.8,675570000,676550000,584240000,132140000,172310000,192140000,239370000,400280000
P03975,IgE-binding protein,Iap,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,,By matching,By matching,By MS/MS,By MS/MS,,,By MS/MS,0,2,2,2,2,0,0,2,0,22892000,28300000,54973000,109410000,0,0,31716000
P03995-2;P03995,Glial fibrillary acidic protein,Gfap,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,By matching,By matching,By matching,By matching,By matching,By matching,By MS/MS,By matching,4,4,4,5.4,3.5,3.5,7,4,0,0,0,0,0,0,0,0
P04117;P24526,"Fatty acid-binding protein, adipocyte",Fabp4,8,8,8,6,7,9,7,9,8,8,8,6,7,9,7,9,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,58.3,58.3,58.3,50,56.8,65.2,56.8,65.2,8530200000,11949000000,11146000000,1978100000,9327500000,5796600000,19797000000,20710000000
P04184,"Thymidine kinase, cytosolic",Tk1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,By MS/MS,,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,14981000,0
P04187,"Granzyme B(G,H)",Gzmb,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,By MS/MS,,,,,,,0,4,0,0,0,0,0,0,0,15434000,0,0,0,0,0,0
P04202,Transforming growth factor beta-1;Latency-associated peptide,Tgfb1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,By matching,,,By matching,By matching,,,By MS/MS,4.9,0,0,4.9,4.9,0,0,4.9,10782000,0,0,11794000,15555000,0,0,13231000
P04247,Myoglobin,Mb,5,5,5,4,3,3,0,3,5,5,5,4,3,3,0,3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,45.5,45.5,45.5,33.8,24,26,0,28.6,822170000,688180000,309660000,3558300000,577390000,1012500000,0,306010000
P04441-2;P04441,H-2 class II histocompatibility antigen gamma chain,Cd74,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,By matching,By matching,By matching,By matching,By MS/MS,By matching,By matching,By MS/MS,11.2,11.2,11.2,4.7,4.7,4.7,11.2,11.2,45553000,64108000,57862000,141900000,203470000,113580000,124670000,136870000
P04627;E9Q0P8;B1AUN8;B1AUP0;Q8CAD1;A0A0N4SWH5,Serine/threonine-protein kinase A-Raf,Araf,17,15,17,8,11,8,16,14,12,10,12,5,8,6,11,10,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,33.8,27.3,32.3,18,21.5,16.6,32.5,29.6,2210400000,1790400000,2248800000,618080000,1895500000,956360000,2727900000,2201100000
P04919-2;P04919,Band 3 anion transport protein,Slc4a1,14,15,15,13,15,14,15,14,14,15,15,13,15,14,15,14,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,22.5,23.4,23.4,21.3,23.4,21.4,23.4,21.9,3900700000,2975900000,3449500000,1791500000,4754900000,3234600000,3098600000,5376200000
P05063,Fructose-bisphosphate aldolase C,Aldoc,14,13,14,9,9,8,13,14,14,13,14,9,9,8,13,14,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,71.6,70,73.8,35,40.8,35.3,70.2,73.8,2123700000,2767000000,3360300000,738730000,1066100000,435370000,1333600000,1718000000
P05064;D3YWI1,Fructose-bisphosphate aldolase A;Fructose-bisphosphate aldolase,Aldoa,24,24,24,19,20,18,23,23,0,0,0,0,0,0,0,0,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,73.9,76.9,76.1,56,65.9,56.3,73.6,76.1,21502000000,22601000000,23638000000,11357000000,13445000000,8215500000,23409000000,26397000000
P05132-2;P05132,cAMP-dependent protein kinase catalytic subunit alpha,Prkaca,8,9,10,6,5,5,6,9,4,4,4,2,1,1,2,3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,19.8,22.7,25.4,14.3,12.2,12.2,17.8,23.3,2450100000,2317100000,2742800000,943690000,1387900000,816340000,1739500000,2429300000
P05201;F7ALS6,"Aspartate aminotransferase, cytoplasmic",Got1,21,24,20,17,20,17,21,22,21,24,20,17,20,17,21,22,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,53,60.5,55.9,44.6,52.3,42.9,55.2,60.5,44437000000,56392000000,43939000000,11170000000,19883000000,10548000000,33610000000,49442000000
P05202,"Aspartate aminotransferase, mitochondrial",Got2,26,25,25,21,23,22,25,25,26,25,25,21,23,22,25,25,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,62.1,60.9,58.1,41.2,45.3,47.4,51.6,60.9,99421000000,1.0367E+11,1.0745E+11,75213000000,84895000000,47947000000,1.1999E+11,1.534E+11
P05213,Tubulin alpha-1B chain,Tuba1b,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,By matching,By MS/MS,By MS/MS,By matching,By matching,By matching,By matching,By MS/MS,55.4,53.9,53.9,40.1,34.1,32.8,54.1,55.4,86066000,168370000,128790000,0,0,0,0,276900000
P05366,Serum amyloid A-1 protein,Saa1,0,2,2,0,1,1,1,0,0,2,2,0,1,1,1,0,,By MS/MS,By MS/MS,,By matching,By matching,By matching,,0,36.1,27.9,0,17.2,17.2,10.7,0,0,258400000,96270000,0,89026000,10336000,11902000,0
P05532-2;P05532,Mast/stem cell growth factor receptor Kit,Kit,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,By MS/MS,By MS/MS,By matching,By matching,By matching,By matching,By matching,By matching,2.5,1.1,2.5,0.9,0.9,0.9,0.9,0.9,30631000,14666000,29132000,0,0,0,0,0
P05533,Lymphocyte antigen 6A-2/6E-1,Ly6a,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,By MS/MS,By matching,,,,,,0,15.7,15.7,0,0,0,0,0,0,142540000,125210000,0,0,0,0,0
P06339;Q9BCZ1;A7VMS2;Q31615;F6T1I5;P14432,"H-2 class I histocompatibility antigen, D-37 alpha chain",H2-T23,3,4,3,3,0,3,1,4,3,3,3,3,0,3,1,4,By MS/MS,By MS/MS,By matching,By MS/MS,By matching,By MS/MS,By matching,By MS/MS,12,14.8,14.6,12,5,13.7,10.1,16.8,88491000,152360000,126080000,116100000,0,87260000,40971000,151150000
P06684;A0A0J9YUU3;CON__Q1A7A4,Complement C5;Complement C5 beta chain;Complement C5 alpha chain;C5a anaphylatoxin;Complement C5 alpha chain,C5,31,36,31,15,16,15,25,27,30,35,30,14,15,14,24,26,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,22.4,26.1,22.6,8.6,9.6,9.5,19,18.8,3735200000,4999000000,3867500000,891390000,1398600000,638990000,1972100000,2097500000
P06728,Apolipoprotein A-IV,Apoa4,14,13,16,10,21,21,24,20,14,13,16,10,21,21,24,20,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,43.5,40.8,51.6,29.9,61.3,62,68.9,62.3,4283600000,5219900000,4185100000,1753000000,31836000000,27981000000,37243000000,34794000000
P06745;A0A0U1RP97;A0A0U1RQ18;A0A0U1RQ72;CON__Q3ZBD7,Glucose-6-phosphate isomerase,Gpi,26,27,25,21,21,19,28,29,26,27,25,21,21,19,28,29,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,49.6,49.6,48.7,34.4,38.7,30.6,50.7,59.3,45365000000,45177000000,55428000000,25196000000,71355000000,52622000000,83891000000,92063000000
P06797;A0A1Y7VNM3;A0A1Y7VP49;A0A1Y7VNQ4,Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain,Ctsl,8,8,8,4,4,4,4,6,8,8,8,4,4,4,4,6,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,37.7,37.7,37.7,11.7,15,14.4,16.5,32.9,3582400000,4260400000,4316300000,790040000,1134000000,627010000,1700100000,2527000000
P06801;Q3TQP6,NADP-dependent malic enzyme;Malic enzyme,Me1,28,26,27,20,22,22,27,27,28,26,27,20,22,22,27,27,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,62.1,61.2,61.7,43.4,47.2,43.5,57.5,61.5,74128000000,52109000000,93996000000,24275000000,63150000000,54866000000,1.3907E+11,1.6719E+11
P07309,Transthyretin,Ttr,5,5,5,4,4,4,5,5,5,5,5,4,4,4,5,5,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,38.8,38.8,38.8,29.9,29.9,29.9,38.8,38.8,14070000000,12901000000,13852000000,8139200000,19612000000,9989900000,13691000000,20296000000
P07310;A0A0J9YKD4,Creatine kinase M-type,Ckm,3,4,4,7,2,5,4,2,3,4,4,7,2,5,4,2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7.9,11.5,11.5,18.9,6,13.4,13.4,6,145810000,99774000,210850000,755740000,63489000,249390000,90372000,55838000
P07356;B0V2N5;B0V2N8;B0V2N7,Annexin A2;Annexin,Anxa2,13,12,13,8,13,12,13,15,13,12,13,8,13,12,13,15,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,35.4,32.4,35.4,21.8,35.4,33,33.3,49.3,6176600000,5476500000,7681100000,1477200000,14844000000,10736000000,16436000000,14938000000
P07361,Alpha-1-acid glycoprotein 2,Orm2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,By matching,By MS/MS,By MS/MS,By matching,By matching,By matching,By matching,By matching,10.6,16.4,14,7.2,11.6,7.2,10.6,10.6,0,38327000,81757000,244710000,100640000,19934000,0,0
P07607;A0A0G2JF31;A0A0G2JGG2;D6RCW9;A0A0G2JF03,Thymidylate synthase,Tyms,2,0,2,0,1,1,2,2,2,0,2,0,1,1,2,2,By matching,,By MS/MS,,By MS/MS,By MS/MS,By matching,By MS/MS,12.1,0,12.1,0,6.8,6.8,12.1,12.1,40035000,0,53690000,0,36472000,102270000,72341000,81319000
P07724,Serum albumin,Alb,51,53,52,40,38,40,48,55,46,49,48,37,35,37,45,50,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,72.4,77.8,77,64.6,61.8,64.6,69.1,80.3,4.4157E+11,3.341E+11,3.7886E+11,1.8122E+11,3.4606E+11,2.6943E+11,4.2748E+11,5.4658E+11
P07742;A0A1B0GSB1,Ribonucleoside-diphosphate reductase large subunit,Rrm1,8,5,7,6,8,7,9,8,8,5,7,6,8,7,9,8,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,14.9,10.4,12,9.5,12.1,10.1,14.4,13.8,479580000,373260000,1584700000,217800000,666480000,806490000,682370000,685290000
P07901;B7ZC50;B7ZC49;A2A6A2,Heat shock protein HSP 90-alpha,Hsp90aa1,32,34,33,20,20,13,28,31,32,34,33,20,20,13,28,31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,62.6,63.7,64.3,36.3,36.2,27.7,54.2,63.6,44356000000,48509000000,45483000000,11113000000,9992700000,8116800000,23274000000,33172000000
P08030;A0A1D5RLR6,Adenine phosphoribosyltransferase,Aprt,6,7,7,4,4,4,5,7,6,7,7,4,4,4,5,7,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,33.9,42.8,42.8,22.8,22.8,22.8,30,42.8,1710800000,2252700000,2295600000,1132300000,2181400000,1466000000,1866500000,1975900000
P08032,"Spectrin alpha chain, erythrocytic 1",Spta1,41,37,33,18,21,17,22,36,41,37,33,18,21,17,22,36,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,23,20.2,18.5,9.1,10.4,8.4,12.9,21.1,2981500000,2337600000,1921700000,974290000,1580200000,972380000,1401700000,2890100000
P08071;A0A0G2JFM6;A0A0G2JDN0;A0A0G2JGN1;A0A0G2JEA3;A0A0G2JGX1,Lactotransferrin,Ltf,8,16,13,7,8,6,4,9,8,16,13,7,8,6,4,9,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,13.3,30,25,12.2,14.6,10.2,7.9,18,210830000,1525400000,817450000,133710000,270650000,200190000,166080000,512850000
P08113;F7C312,Endoplasmin,Hsp90b1,48,55,47,41,36,36,41,46,46,53,45,39,35,35,39,44,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,56,64.3,57.7,50.2,40.1,40.6,48.4,56.2,1.3791E+11,1.6514E+11,1.3785E+11,74077000000,62577000000,42744000000,72571000000,1.0045E+11
P08121,Collagen alpha-1(III) chain,Col3a1,0,0,1,1,2,2,2,2,0,0,1,1,2,2,2,2,,,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,0,1,1.3,2.3,2.3,3.1,2,0,0,31595000,4521900,68367000,71387000,33157000,68982000
P08122,Collagen alpha-2(IV) chain;Canstatin,Col4a2,8,9,8,8,8,6,10,8,8,9,8,8,8,6,10,8,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.6,6.5,5.6,5.7,5.7,4,7.3,5.6,1520200000,1892800000,1759700000,1137800000,3054500000,1207200000,1925000000,4089300000
P08207,Protein S100-A10,S100a10,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,16.5,16.5,9.3,16.5,16.5,16.5,16.5,9.3,638680000,1243400000,961610000,285450000,1626500000,2057000000,1284300000,1012500000
P08226;A0A1B0GX15;G3UWN5;G3UZM8,Apolipoprotein E,Apoe,16,15,18,15,17,15,17,18,16,15,18,15,17,15,17,18,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,47.6,46.9,50.2,45.7,48.9,46.6,51.8,52.4,36749000000,35641000000,43052000000,18995000000,51936000000,32589000000,62682000000,75452000000
P08228,Superoxide dismutase [Cu-Zn],Sod1,15,15,15,11,9,11,14,14,15,15,15,11,9,11,14,14,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,69.5,69.5,69.5,68.8,54.5,68.8,67.5,67.5,1.4671E+11,1.0878E+11,1.1752E+11,34329000000,46154000000,16675000000,90449000000,1.1311E+11
P08249;A0A0G2JF23;A0A0G2JGY4,"Malate dehydrogenase, mitochondrial",Mdh2,22,22,22,19,21,17,23,26,22,22,22,19,21,17,23,26,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,64.5,64.5,64.5,59.2,62.7,51.8,66.3,75.1,1.0576E+11,1.0071E+11,78228000000,47482000000,88932000000,41780000000,90421000000,86877000000
